8.114227056503295898e-01,7.672806978225708008e-01,7.330356240272521973e-01,7.343729734420776367e-01,7.865986824035644531e-01,8.079134821891784668e-01,7.647107243537902832e-01,7.886800765991210938e-01,7.671405673027038574e-01,7.244088053703308105e-01
5.634195208549499512e-01,4.553883969783782959e-01,5.959029197692871094e-01,6.173194646835327148e-01,5.948039889335632324e-01,5.739711523056030273e-01,5.976774692535400391e-01,5.682557821273803711e-01,6.312721967697143555e-01,4.980325400829315186e-01
5.095662474632263184e-01,3.560782372951507568e-01,5.299840569496154785e-01,5.605406761169433594e-01,5.238739848136901855e-01,4.750823378562927246e-01,4.642720520496368408e-01,5.242056846618652344e-01,5.333753228187561035e-01,4.470760822296142578e-01
4.627274870872497559e-01,3.962036967277526855e-01,5.022105574607849121e-01,5.401997566223144531e-01,4.851263463497161865e-01,4.242766499519348145e-01,4.931420683860778809e-01,4.390150904655456543e-01,4.870644211769104004e-01,4.399515986442565918e-01
3.933730423450469971e-01,3.621385097503662109e-01,4.358490109443664551e-01,4.523444473743438721e-01,4.445527493953704834e-01,3.718645870685577393e-01,4.149413406848907471e-01,4.044577777385711670e-01,4.262728691101074219e-01,3.705365955829620361e-01
4.033153653144836426e-01,2.813960015773773193e-01,3.858089745044708252e-01,3.986964523792266846e-01,3.935466110706329346e-01,3.546600937843322754e-01,3.799517750740051270e-01,3.458557426929473877e-01,3.750413060188293457e-01,3.194764554500579834e-01
3.398615121841430664e-01,2.395607531070709229e-01,3.498941957950592041e-01,3.584336936473846436e-01,3.658437430858612061e-01,3.196226954460144043e-01,2.961179614067077637e-01,3.397274613380432129e-01,3.453730046749114990e-01,2.826234698295593262e-01
3.017110526561737061e-01,2.239721119403839111e-01,2.887277901172637939e-01,3.191078305244445801e-01,3.466828167438507080e-01,2.788150906562805176e-01,2.966499924659729004e-01,2.831777334213256836e-01,3.344103395938873291e-01,2.517001330852508545e-01
3.033035397529602051e-01,1.929612904787063599e-01,2.494456171989440918e-01,2.673748731613159180e-01,3.184657394886016846e-01,2.559017241001129150e-01,2.462970763444900513e-01,2.433462291955947876e-01,2.811538279056549072e-01,2.196355760097503662e-01
2.459374964237213135e-01,1.704995632171630859e-01,2.535628676414489746e-01,2.278758585453033447e-01,2.809298336505889893e-01,2.020014971494674683e-01,2.996926307678222656e-01,2.630983293056488037e-01,2.432205528020858765e-01,1.912073791027069092e-01
2.211416810750961304e-01,1.956535130739212036e-01,2.039627134799957275e-01,2.195645719766616821e-01,2.816480398178100586e-01,1.868810206651687622e-01,2.066841572523117065e-01,2.176975458860397339e-01,2.244536131620407104e-01,1.544816941022872925e-01
1.999554932117462158e-01,1.627142876386642456e-01,1.866762340068817139e-01,2.043910920619964600e-01,2.697404623031616211e-01,1.772020906209945679e-01,1.778473705053329468e-01,1.923130601644515991e-01,1.929755508899688721e-01,1.565567851066589355e-01
1.686028540134429932e-01,1.276460736989974976e-01,1.815219074487686157e-01,1.847514212131500244e-01,2.754045724868774414e-01,1.489929407835006714e-01,1.533956825733184814e-01,1.714029014110565186e-01,1.678976118564605713e-01,1.117848381400108337e-01
1.432500779628753662e-01,1.132559329271316528e-01,1.762836128473281860e-01,1.485092043876647949e-01,2.031202167272567749e-01,1.173363700509071350e-01,1.650476306676864624e-01,1.445659548044204712e-01,1.376380175352096558e-01,1.002200990915298462e-01
1.487672626972198486e-01,8.899775147438049316e-02,1.339538544416427612e-01,1.174522414803504944e-01,1.728161573410034180e-01,9.486231207847595215e-02,1.361846923828125000e-01,1.411015093326568604e-01,1.283778399229049683e-01,8.871040493249893188e-02
1.271964311599731445e-01,8.305522054433822632e-02,1.093603447079658508e-01,1.042054295539855957e-01,1.879769861698150635e-01,8.537292480468750000e-02,1.375466436147689819e-01,1.377086788415908813e-01,1.494331061840057373e-01,7.895845174789428711e-02
1.032904461026191711e-01,1.043409705162048340e-01,9.600026160478591919e-02,9.005095809698104858e-02,1.457284688949584961e-01,6.989887356758117676e-02,1.252993345260620117e-01,1.581342369318008423e-01,9.718541800975799561e-02,9.029908478260040283e-02
1.116879433393478394e-01,6.991817802190780640e-02,9.467759728431701660e-02,8.202484250068664551e-02,1.171287298202514648e-01,6.631746143102645874e-02,1.285994052886962891e-01,1.440874487161636353e-01,8.057383447885513306e-02,6.780479103326797485e-02
7.314463704824447632e-02,5.576505511999130249e-02,7.026165723800659180e-02,8.713085204362869263e-02,1.059792414307594299e-01,5.076326057314872742e-02,9.538619220256805420e-02,1.123845428228378296e-01,8.765598386526107788e-02,7.527515292167663574e-02
6.602630764245986938e-02,3.997997939586639404e-02,6.305938959121704102e-02,7.400424033403396606e-02,1.241976991295814514e-01,5.621160566806793213e-02,8.264261484146118164e-02,7.168659567832946777e-02,6.146846339106559753e-02,6.546150892972946167e-02
5.347990617156028748e-02,3.411629050970077515e-02,1.110980287194252014e-01,4.982008412480354309e-02,9.011537581682205200e-02,4.481689259409904480e-02,6.709333509206771851e-02,6.340291351079940796e-02,5.537834018468856812e-02,4.268699884414672852e-02
7.618893682956695557e-02,2.878393605351448059e-02,7.680425047874450684e-02,5.397092550992965698e-02,6.800708174705505371e-02,3.575519099831581116e-02,5.767070502042770386e-02,5.484813824295997620e-02,5.624848976731300354e-02,4.351476207375526428e-02
4.782669246196746826e-02,3.022520057857036591e-02,5.875337496399879456e-02,4.022373259067535400e-02,6.216139718890190125e-02,3.865430876612663269e-02,4.816484078764915466e-02,5.242473259568214417e-02,6.028511747717857361e-02,3.363373875617980957e-02
3.731684759259223938e-02,2.152469567954540253e-02,4.146195203065872192e-02,3.381897136569023132e-02,5.152465030550956726e-02,1.082722470164299011e-01,4.738103598356246948e-02,4.309533908963203430e-02,5.244585126638412476e-02,3.004437871277332306e-02
3.117068484425544739e-02,1.902487501502037048e-02,4.245604202151298523e-02,3.314287960529327393e-02,5.196033790707588196e-02,9.399688988924026489e-02,4.473226889967918396e-02,4.552861303091049194e-02,4.376367479562759399e-02,2.457149699330329895e-02
7.619999349117279053e-02,1.645975373685359955e-02,3.687082231044769287e-02,1.002444848418235779e-01,4.853887110948562622e-02,7.102673500776290894e-02,8.713556826114654541e-02,2.888302505016326904e-02,4.469550400972366333e-02,2.486382238566875458e-02
1.090219765901565552e-01,1.627356931567192078e-02,2.257654070854187012e-02,9.943664073944091797e-02,4.252007976174354553e-02,5.864998325705528259e-02,1.332628577947616577e-01,3.164895623922348022e-02,8.517260104417800903e-02,2.083217538893222809e-02
2.758868783712387085e-02,1.325701177120208740e-02,2.435733191668987274e-02,5.120059102773666382e-02,4.441120848059654236e-02,3.140076249837875366e-02,5.160037800669670105e-02,2.418429218232631683e-02,7.847929000854492188e-02,5.869195982813835144e-02
3.275425732135772705e-02,1.175415702164173126e-02,3.174379467964172363e-02,3.895928338170051575e-02,3.342552855610847473e-02,3.150844201445579529e-02,2.591554448008537292e-02,2.457778900861740112e-02,2.877254784107208252e-02,1.886057481169700623e-02
2.543178200721740723e-02,3.358669579029083252e-02,4.908971861004829407e-02,3.189148381352424622e-02,3.324941545724868774e-02,1.776939257979393005e-02,4.297232255339622498e-02,1.835650950670242310e-02,2.422433346509933472e-02,1.764078438282012939e-02
1.968056149780750275e-02,1.187979802489280701e-01,1.713136024773120880e-02,2.231285721063613892e-02,2.218909747898578644e-02,1.293158065527677536e-02,2.900603227317333221e-02,1.435129344463348389e-02,2.191818878054618835e-02,1.228102855384349823e-02
1.727619022130966187e-02,1.416247896850109100e-02,1.545076165348291397e-02,1.574008353054523468e-02,1.661586575210094452e-02,1.106679346412420273e-02,1.780298911035060883e-02,1.342861633747816086e-02,1.413638330996036530e-02,1.041216962039470673e-02
