8.369075059890747070e-01,8.278940320014953613e-01,7.884121537208557129e-01,7.616719007492065430e-01,8.255660533905029297e-01,8.083997964859008789e-01,8.319065570831298828e-01,7.782633304595947266e-01,8.082450032234191895e-01
6.781488656997680664e-01,6.352370381355285645e-01,6.654883623123168945e-01,6.334923505783081055e-01,6.897770166397094727e-01,6.746144890785217285e-01,6.641290187835693359e-01,6.461362242698669434e-01,6.594786047935485840e-01
5.980871915817260742e-01,5.766957998275756836e-01,6.053609848022460938e-01,6.202660799026489258e-01,6.244280934333801270e-01,5.954079627990722656e-01,6.219418048858642578e-01,5.945767164230346680e-01,6.073470711708068848e-01
5.578628182411193848e-01,5.227959752082824707e-01,5.678718090057373047e-01,5.894535779953002930e-01,6.098902821540832520e-01,5.757217407226562500e-01,5.169694423675537109e-01,5.253891944885253906e-01,5.759122371673583984e-01
4.978882670402526855e-01,4.923627972602844238e-01,5.339199900627136230e-01,5.445924401283264160e-01,5.694517493247985840e-01,5.208495259284973145e-01,4.700486660003662109e-01,4.446204900741577148e-01,5.365827083587646484e-01
4.590640366077423096e-01,3.914161026477813721e-01,4.874571859836578369e-01,5.035607814788818359e-01,5.162335634231567383e-01,4.665397703647613525e-01,4.349745213985443115e-01,5.208799242973327637e-01,5.168499350547790527e-01
5.016043186187744141e-01,3.912866115570068359e-01,4.262298643589019775e-01,4.861759841442108154e-01,4.643436074256896973e-01,4.579805433750152588e-01,3.856686651706695557e-01,4.416574239730834961e-01,4.770765006542205811e-01
3.770274817943572998e-01,3.128452599048614502e-01,4.802416861057281494e-01,4.578277170658111572e-01,4.802888631820678711e-01,3.937673270702362061e-01,4.414443969726562500e-01,3.789205253124237061e-01,4.425676763057708740e-01
3.789831995964050293e-01,2.691238522529602051e-01,3.895652890205383301e-01,4.601689279079437256e-01,3.883083760738372803e-01,3.540788292884826660e-01,3.283219635486602783e-01,3.232814073562622070e-01,3.782458901405334473e-01
3.238043487071990967e-01,2.042418122291564941e-01,3.387158215045928955e-01,3.749174475669860840e-01,3.351515233516693115e-01,2.894860208034515381e-01,2.590990960597991943e-01,3.522008657455444336e-01,3.960583508014678955e-01
2.825614511966705322e-01,3.131158053874969482e-01,2.735734581947326660e-01,3.223255872726440430e-01,2.615502476692199707e-01,3.289887905120849609e-01,1.964697092771530151e-01,2.860388457775115967e-01,3.170179128646850586e-01
2.504984736442565918e-01,2.197902351617813110e-01,2.809012532234191895e-01,2.941299378871917725e-01,3.546317815780639648e-01,2.320645898580551147e-01,2.003224939107894897e-01,2.495325654745101929e-01,3.501545190811157227e-01
1.935033351182937622e-01,1.619678288698196411e-01,2.028864622116088867e-01,2.247726619243621826e-01,2.684742212295532227e-01,2.091542482376098633e-01,1.625919342041015625e-01,1.945509165525436401e-01,2.892965078353881836e-01
1.483658701181411743e-01,1.606448739767074585e-01,1.624697446823120117e-01,2.057052254676818848e-01,2.097046673297882080e-01,1.758830398321151733e-01,1.728503555059432983e-01,2.162291109561920166e-01,2.535357773303985596e-01
1.217870116233825684e-01,1.126114651560783386e-01,1.878553330898284912e-01,1.651604473590850830e-01,1.829679459333419800e-01,1.394487768411636353e-01,1.134145483374595642e-01,1.940467506647109985e-01,1.841997355222702026e-01
1.041976138949394226e-01,9.189572185277938843e-02,1.342224925756454468e-01,1.318627297878265381e-01,2.243406176567077637e-01,1.182483360171318054e-01,8.020848035812377930e-02,1.629849076271057129e-01,2.227325439453125000e-01
1.528066247701644897e-01,8.460109680891036987e-02,1.110570877790451050e-01,1.146265864372253418e-01,1.559672653675079346e-01,1.062072589993476868e-01,1.227478235960006714e-01,1.234261244535446167e-01,1.527436971664428711e-01
1.264913529157638550e-01,6.960558891296386719e-02,8.982775360345840454e-02,1.093871816992759705e-01,1.364291161298751831e-01,9.293678402900695801e-02,1.083129122853279114e-01,1.079559400677680969e-01,1.270641386508941650e-01
7.688296586275100708e-02,5.372743681073188782e-02,8.251167088747024536e-02,1.439140141010284424e-01,1.122183427214622498e-01,1.007939353585243225e-01,7.930333167314529419e-02,1.494441479444503784e-01,1.025424450635910034e-01
5.920815840363502502e-02,8.758156746625900269e-02,1.004454419016838074e-01,8.249105513095855713e-02,1.020812615752220154e-01,6.564787030220031738e-02,4.542461410164833069e-02,1.025047749280929565e-01,1.179178655147552490e-01
6.417229771614074707e-02,5.874053388833999634e-02,5.178831890225410461e-02,1.436250209808349609e-01,7.268888503313064575e-02,5.702294409275054932e-02,3.675770759582519531e-02,8.611021935939788818e-02,8.962003886699676514e-02
4.752971604466438293e-02,4.992797970771789551e-02,5.241997539997100830e-02,8.033651113510131836e-02,6.207649409770965576e-02,4.654244333505630493e-02,3.570249676704406738e-02,6.382539868354797363e-02,7.364570349454879761e-02
3.725744783878326416e-02,3.606064617633819580e-02,3.635178878903388977e-02,5.148886516690254211e-02,4.920521378517150879e-02,4.597786813974380493e-02,2.641829475760459900e-02,5.386295169591903687e-02,7.126412540674209595e-02
3.215695545077323914e-02,2.447981387376785278e-02,3.463584929704666138e-02,4.070539399981498718e-02,4.545945674180984497e-02,3.633947670459747314e-02,2.429838664829730988e-02,4.515824466943740845e-02,5.128609016537666321e-02
