7.584927082061767578e-01,7.711377143859863281e-01,7.468843460083007812e-01,7.234100103378295898e-01,7.282546162605285645e-01,7.142636775970458984e-01,7.724678516387939453e-01,7.874551415443420410e-01
4.670722484588623047e-01,4.674718081951141357e-01,4.723373055458068848e-01,5.015895366668701172e-01,4.969972372055053711e-01,4.663653671741485596e-01,5.344449281692504883e-01,4.937809705734252930e-01
3.918958902359008789e-01,3.512268662452697754e-01,3.786098659038543701e-01,4.184202253818511963e-01,4.187994599342346191e-01,3.673666417598724365e-01,4.076929986476898193e-01,4.019575119018554688e-01
3.530223965644836426e-01,2.974221706390380859e-01,3.221465349197387695e-01,3.829179108142852783e-01,3.821286261081695557e-01,3.231451809406280518e-01,3.267297744750976562e-01,3.488420844078063965e-01
3.104839920997619629e-01,2.803983986377716064e-01,2.900383472442626953e-01,3.440313041210174561e-01,3.521098196506500244e-01,2.942118942737579346e-01,2.892657816410064697e-01,3.188646733760833740e-01
2.524875998497009277e-01,2.393215447664260864e-01,2.390306144952774048e-01,2.996208965778350830e-01,3.090283870697021484e-01,2.493795901536941528e-01,2.421645373106002808e-01,2.698527276515960693e-01
2.516191005706787109e-01,2.280408293008804321e-01,1.916289180517196655e-01,2.886142432689666748e-01,2.905597388744354248e-01,2.429504841566085815e-01,2.387300431728363037e-01,2.467405945062637329e-01
2.244909554719924927e-01,1.958837658166885376e-01,2.231479138135910034e-01,2.981921732425689697e-01,2.783674597740173340e-01,2.087337970733642578e-01,2.138493955135345459e-01,2.105945199728012085e-01
1.887604594230651855e-01,1.850979328155517578e-01,1.556448489427566528e-01,2.497979551553726196e-01,2.452830076217651367e-01,1.987005323171615601e-01,1.955983787775039673e-01,2.064203321933746338e-01
1.646965295076370239e-01,1.647678017616271973e-01,1.245480030775070190e-01,1.917708516120910645e-01,2.274833172559738159e-01,1.590797007083892822e-01,1.494384407997131348e-01,2.311635613441467285e-01
1.394311189651489258e-01,1.471006274223327637e-01,1.034216284751892090e-01,1.690869331359863281e-01,1.908593326807022095e-01,1.706338524818420410e-01,1.531957685947418213e-01,1.520393937826156616e-01
1.224778145551681519e-01,1.313659846782684326e-01,1.056251749396324158e-01,1.893707960844039917e-01,1.662526577711105347e-01,1.470757722854614258e-01,1.649559885263442993e-01,1.311533153057098389e-01
9.184678643941879272e-02,1.014663279056549072e-01,9.260269254446029663e-02,1.332573890686035156e-01,1.393412798643112183e-01,1.124255582690238953e-01,1.090744882822036743e-01,1.147424355149269104e-01
9.125629067420959473e-02,9.864875674247741699e-02,1.219968423247337341e-01,1.409391462802886963e-01,1.197622641921043396e-01,1.027772799134254456e-01,9.714239835739135742e-02,9.613540768623352051e-02
7.165032625198364258e-02,8.194600045680999756e-02,7.628440111875534058e-02,1.130508631467819214e-01,1.090221032500267029e-01,8.717095106840133667e-02,7.911685109138488770e-02,9.078145027160644531e-02
5.973481386899948120e-02,7.166483253240585327e-02,5.107421800494194031e-02,1.034565195441246033e-01,9.265197813510894775e-02,7.864399254322052002e-02,6.555068492889404297e-02,7.460881769657135010e-02
5.302480980753898621e-02,6.234141439199447632e-02,4.639151692390441895e-02,8.105795830488204956e-02,8.353997021913528442e-02,6.485966593027114868e-02,5.518523231148719788e-02,6.769479066133499146e-02
5.061880126595497131e-02,5.874203518033027649e-02,4.984305799007415771e-02,8.094464242458343506e-02,7.380206882953643799e-02,6.738781183958053589e-02,5.188290029764175415e-02,5.847011879086494446e-02
5.374179035425186157e-02,5.215872451663017273e-02,3.416033834218978882e-02,6.815641373395919800e-02,6.319226324558258057e-02,6.357485800981521606e-02,3.902994468808174133e-02,5.044920369982719421e-02
4.287036880850791931e-02,1.179225146770477295e-01,2.607488073408603668e-02,5.869764834642410278e-02,7.101993262767791748e-02,4.996848478913307190e-02,6.950327008962631226e-02,5.100960284471511841e-02
2.915552631020545959e-02,3.724249452352523804e-02,2.222360111773014069e-02,5.159220844507217407e-02,8.932750672101974487e-02,3.841262683272361755e-02,3.850727528333663940e-02,1.027314811944961548e-01
2.497390843927860260e-02,3.449490666389465332e-02,2.079622074961662292e-02,4.424588382244110107e-02,4.631870612502098083e-02,3.329656645655632019e-02,2.843589521944522858e-02,6.141363456845283508e-02
2.628448419272899628e-02,3.026517480611801147e-02,2.125793136656284332e-02,4.661881551146507263e-02,4.389355704188346863e-02,3.529878705739974976e-02,2.679603733122348785e-02,4.701375961303710938e-02
2.072201669216156006e-02,2.969254925847053528e-02,1.852809078991413116e-02,3.898607194423675537e-02,3.726490959525108337e-02,3.866725414991378784e-02,2.057756669819355011e-02,3.357613459229469299e-02
2.089035138487815857e-02,2.514056861400604248e-02,2.289994247257709503e-02,3.268127515912055969e-02,3.547960892319679260e-02,2.697546035051345825e-02,2.249765396118164062e-02,3.698869422078132629e-02
1.550615113228559494e-02,2.033356204628944397e-02,2.553585357964038849e-02,3.276506438851356506e-02,2.727403677999973297e-02,2.608677558600902557e-02,1.531034056097269058e-02,2.304992824792861938e-02
1.478521712124347687e-02,2.109370566904544830e-02,1.660826615989208221e-02,3.226118534803390503e-02,2.575157582759857178e-02,2.221493422985076904e-02,1.825611665844917297e-02,2.520516328513622284e-02
1.086587086319923401e-02,1.738026924431324005e-02,9.637201204895973206e-03,2.896804548799991608e-02,1.890970952808856964e-02,1.668936014175415039e-02,1.251975074410438538e-02,1.557632349431514740e-02
1.204498950392007828e-02,1.392382569611072540e-02,9.784083813428878784e-03,2.137106470763683319e-02,1.588755287230014801e-02,1.576949656009674072e-02,9.857594035565853119e-03,1.315765362232923508e-02
9.055763483047485352e-03,1.137232966721057892e-02,6.246402859687805176e-03,1.588775031268596649e-02,1.370113156735897064e-02,1.154114399105310440e-02,8.604893460869789124e-03,1.119123026728630066e-02
7.197007536888122559e-03,1.204790268093347549e-02,5.665412638336420059e-03,1.610169187188148499e-02,1.246296055614948273e-02,1.839567720890045166e-02,9.246465750038623810e-03,1.109138503670692444e-02
6.889667827636003494e-03,8.099950850009918213e-03,5.668919067829847336e-03,1.191617641597986221e-02,1.189421024173498154e-02,1.078892964869737625e-02,6.047294940799474716e-03,4.141425713896751404e-02
5.558011587709188461e-03,7.691558450460433960e-03,4.808493889868259430e-03,1.023230794817209244e-02,1.004984229803085327e-02,8.186660706996917725e-03,5.219089332967996597e-03,9.418937377631664276e-03
5.227627698332071304e-03,6.507387384772300720e-03,3.812306327745318413e-03,1.065310556441545486e-02,8.949786424636840820e-03,7.357557304203510284e-03,5.416027735918760300e-03,7.817137986421585083e-03
5.397070199251174927e-03,5.560495425015687943e-03,3.202104475349187851e-03,8.234255015850067139e-03,7.356141693890094757e-03,6.693264935165643692e-03,4.638385027647018433e-03,7.044197525829076767e-03
3.501555416733026505e-03,4.627442918717861176e-03,2.993738045915961266e-03,7.437278982251882553e-03,6.694678217172622681e-03,5.505575798451900482e-03,3.420067485421895981e-03,6.086173467338085175e-03
2.811202779412269592e-03,4.191983956843614578e-03,2.719432581216096878e-03,6.380594335496425629e-03,4.921097308397293091e-03,4.696380347013473511e-03,2.806176431477069855e-03,5.191408563405275345e-03
2.761751413345336914e-03,4.137921612709760666e-03,2.003076719120144844e-03,6.586852017790079117e-03,4.221278708428144455e-03,7.298388052731752396e-03,2.855004975572228432e-03,4.527298267930746078e-03
2.753736684098839760e-03,4.073017276823520660e-03,2.488047815859317780e-03,8.110607974231243134e-03,5.145716480910778046e-03,1.266878470778465271e-02,6.015880405902862549e-02,5.847114138305187225e-03
2.229776000604033470e-03,3.554824972525238991e-03,8.798433467745780945e-03,5.172551609575748444e-03,3.792062168940901756e-03,3.553429851308465004e-03,5.090918391942977905e-02,3.663178067654371262e-03
1.668432028964161873e-03,2.831682795658707619e-03,5.149907432496547699e-03,3.973590210080146790e-03,3.090604674071073532e-03,3.029185812920331955e-03,1.245498936623334885e-02,3.165906993672251701e-03
1.412638812325894833e-03,2.448595361784100533e-03,1.606668578460812569e-03,3.358815796673297882e-03,2.453915541991591454e-03,2.706347964704036713e-03,4.421450197696685791e-03,2.725472440943121910e-03
1.245189574547111988e-03,2.187761478126049042e-03,1.439466373994946480e-03,3.357416484504938126e-03,2.127066021785140038e-03,2.560582477599382401e-03,3.484740387648344040e-03,2.343531930819153786e-03
1.237778225913643837e-03,1.678214874118566513e-03,1.912404550239443779e-03,2.894492121413350105e-03,2.467045793309807777e-03,2.599989995360374451e-03,3.258656710386276245e-03,3.586863866075873375e-03
9.111315011978149414e-04,1.444411231204867363e-03,9.720925008878111839e-04,2.069801790639758110e-03,1.586313592270016670e-03,2.329078735783696175e-03,2.681199694052338600e-03,1.915976172313094139e-03
7.330366643145680428e-04,1.488749403506517410e-03,7.885993691161274910e-04,2.377614611759781837e-03,1.652686041779816151e-03,1.511801150627434254e-03,2.660559024661779404e-03,1.778695033863186836e-03
1.685470575466752052e-03,1.123387017287313938e-03,3.267214633524417877e-03,2.057431032881140709e-03,1.482195919379591942e-03,1.603658776730298996e-03,2.649339614436030388e-03,1.617441303096711636e-03
1.105267554521560669e-01,7.255358994007110596e-02,1.908764825202524662e-03,2.395075513049960136e-03,1.324454788118600845e-03,2.845123177394270897e-03,2.432933310046792030e-03,1.421072287485003471e-03
4.053635522723197937e-02,2.505887998268008232e-03,8.651174139231443405e-04,1.552789006382226944e-03,1.442518434487283230e-03,1.170275500044226646e-03,1.534590148366987705e-03,1.087836455553770065e-03
8.138856850564479828e-03,1.711260410957038403e-03,9.534751879982650280e-04,1.995784463360905647e-03,2.316177785396575928e-01,1.654621097259223461e-03,2.442648634314537048e-03,2.966102771461009979e-02
