7.932310104370117188e-01,7.590715289115905762e-01,7.686149477958679199e-01,7.942610383033752441e-01,8.046985268592834473e-01,8.137532472610473633e-01,7.930880188941955566e-01,8.359803557395935059e-01
6.416260004043579102e-01,6.493144631385803223e-01,6.487691998481750488e-01,6.320130228996276855e-01,6.264559030532836914e-01,6.285192966461181641e-01,6.297469735145568848e-01,6.359801888465881348e-01
5.901746153831481934e-01,5.686883330345153809e-01,5.989725589752197266e-01,5.703194737434387207e-01,5.568026304244995117e-01,5.695455074310302734e-01,5.609880089759826660e-01,5.830170512199401855e-01
5.609121322631835938e-01,5.025789141654968262e-01,5.566432476043701172e-01,5.238453149795532227e-01,5.134726166725158691e-01,5.373308062553405762e-01,4.919041395187377930e-01,5.454009175300598145e-01
5.238654613494873047e-01,4.638379812240600586e-01,5.223840475082397461e-01,4.838897585868835449e-01,4.887564182281494141e-01,4.893536865711212158e-01,4.502380788326263428e-01,5.115386247634887695e-01
4.902852475643157959e-01,4.201374948024749756e-01,4.905243813991546631e-01,4.662386178970336914e-01,4.583848714828491211e-01,4.725364744663238525e-01,4.127375781536102295e-01,4.842714965343475342e-01
4.582067728042602539e-01,3.985131084918975830e-01,4.593537449836730957e-01,4.156625866889953613e-01,4.187914431095123291e-01,4.213076531887054443e-01,3.967582285404205322e-01,4.585513770580291748e-01
4.331459701061248779e-01,3.652991950511932373e-01,4.166263341903686523e-01,3.830722272396087646e-01,3.785859346389770508e-01,4.020114243030548096e-01,3.802671432495117188e-01,4.203347861766815186e-01
3.903765380382537842e-01,3.255834877490997314e-01,4.010905623435974121e-01,3.518460988998413086e-01,3.456787168979644775e-01,3.485494554042816162e-01,3.461951315402984619e-01,3.703953325748443604e-01
3.755147159099578857e-01,2.955983579158782959e-01,3.619892895221710205e-01,3.477893769741058350e-01,3.323122262954711914e-01,3.390465974807739258e-01,2.957558333873748779e-01,3.444266617298126221e-01
3.575033545494079590e-01,2.723955810070037842e-01,3.478449583053588867e-01,3.064274489879608154e-01,3.132317066192626953e-01,2.941779196262359619e-01,3.166073560714721680e-01,2.743649482727050781e-01
3.075557649135589600e-01,2.449672371149063110e-01,3.051181137561798096e-01,2.689164876937866211e-01,2.737093567848205566e-01,2.608892917633056641e-01,2.779563367366790771e-01,2.667916417121887207e-01
2.974978685379028320e-01,2.279614210128784180e-01,2.779210209846496582e-01,2.481744587421417236e-01,2.451196759939193726e-01,2.415838092565536499e-01,2.329987138509750366e-01,2.443050444126129150e-01
2.611531913280487061e-01,2.094000875949859619e-01,2.547865509986877441e-01,2.170546948909759521e-01,2.520735561847686768e-01,2.383226752281188965e-01,1.997784376144409180e-01,2.156331390142440796e-01
2.353867292404174805e-01,1.836597323417663574e-01,2.879799008369445801e-01,1.945883631706237793e-01,2.217340320348739624e-01,1.997257471084594727e-01,1.976861804723739624e-01,1.826447099447250366e-01
2.141204625368118286e-01,1.690206974744796753e-01,2.183647453784942627e-01,1.982280761003494263e-01,1.934403926134109497e-01,1.830420792102813721e-01,1.762244850397109985e-01,1.835398823022842407e-01
2.022552043199539185e-01,1.477048546075820923e-01,1.881661266088485718e-01,1.782284229993820190e-01,1.846188753843307495e-01,1.497154384851455688e-01,1.458155959844589233e-01,1.438130140304565430e-01
1.897223591804504395e-01,1.623545885086059570e-01,1.831079870462417603e-01,1.733494102954864502e-01,1.565625518560409546e-01,1.391062438488006592e-01,1.640326231718063354e-01,1.538210809230804443e-01
1.562469601631164551e-01,1.211697384715080261e-01,1.589095741510391235e-01,1.271956562995910645e-01,1.358703672885894775e-01,1.351672112941741943e-01,1.152161881327629089e-01,1.101788729429244995e-01
1.387095451354980469e-01,1.061798930168151855e-01,1.382402628660202026e-01,1.283960491418838501e-01,1.402534842491149902e-01,1.065448522567749023e-01,1.086216196417808533e-01,9.937474876642227173e-02
1.243546679615974426e-01,9.141604602336883545e-02,1.289930790662765503e-01,1.271813511848449707e-01,1.335992366075515747e-01,1.022313460707664490e-01,1.035141125321388245e-01,8.814927935600280762e-02
1.133877784013748169e-01,8.638426661491394043e-02,1.231485754251480103e-01,8.949980139732360840e-02,9.390515834093093872e-02,9.829419106245040894e-02,9.640578180551528931e-02,8.369244635105133057e-02
1.034555286169052124e-01,7.732610404491424561e-02,9.997157752513885498e-02,9.376990050077438354e-02,1.073814630508422852e-01,8.075915277004241943e-02,6.884409487247467041e-02,9.152035415172576904e-02
1.067533120512962341e-01,8.867236971855163574e-02,9.471148997545242310e-02,7.088890671730041504e-02,8.337333053350448608e-02,6.617292016744613647e-02,6.476563215255737305e-02,6.281512975692749023e-02
8.664419502019882202e-02,6.020607054233551025e-02,7.751276344060897827e-02,7.630170136690139771e-02,6.642335653305053711e-02,6.361997127532958984e-02,6.006880477070808411e-02,7.643563300371170044e-02
7.598970085382461548e-02,5.443262681365013123e-02,6.807320564985275269e-02,5.822522565722465515e-02,6.281552463769912720e-02,8.027694374322891235e-02,5.021449550986289978e-02,5.007424578070640564e-02
6.998883932828903198e-02,4.969006404280662537e-02,5.938680469989776611e-02,5.368804931640625000e-02,5.294447019696235657e-02,5.123310908675193787e-02,4.193215817213058472e-02,4.471994936466217041e-02
5.582124739885330200e-02,5.318322032690048218e-02,5.987162142992019653e-02,5.401044338941574097e-02,4.573909193277359009e-02,4.193963110446929932e-02,3.843029960989952087e-02,3.739781677722930908e-02
