4.975000023841857910e-01,5.400000214576721191e-01,5.425000190734863281e-01,5.625000000000000000e-01,5.799999833106994629e-01,6.349999904632568359e-01,6.499999761581420898e-01,5.799999833106994629e-01,4.424999952316284180e-01,5.174999833106994629e-01
6.899999976158142090e-01,7.350000143051147461e-01,7.074999809265136719e-01,6.899999976158142090e-01,7.300000190734863281e-01,6.974999904632568359e-01,7.099999785423278809e-01,6.825000047683715820e-01,6.850000023841857910e-01,6.100000143051147461e-01
7.649999856948852539e-01,8.125000000000000000e-01,8.600000143051147461e-01,7.799999713897705078e-01,8.374999761581420898e-01,8.050000071525573730e-01,8.149999976158142090e-01,7.799999713897705078e-01,6.949999928474426270e-01,7.325000166893005371e-01
7.975000143051147461e-01,8.000000119209289551e-01,8.799999952316284180e-01,8.675000071525573730e-01,8.550000190734863281e-01,8.899999856948852539e-01,8.399999737739562988e-01,8.949999809265136719e-01,7.850000262260437012e-01,7.925000190734863281e-01
8.675000071525573730e-01,8.324999809265136719e-01,9.674999713897705078e-01,8.600000143051147461e-01,8.500000238418579102e-01,9.524999856948852539e-01,7.400000095367431641e-01,8.650000095367431641e-01,8.399999737739562988e-01,8.324999809265136719e-01
8.500000238418579102e-01,8.999999761581420898e-01,9.049999713897705078e-01,9.499999880790710449e-01,8.974999785423278809e-01,9.499999880790710449e-01,8.750000000000000000e-01,9.700000286102294922e-01,8.799999952316284180e-01,8.500000238418579102e-01
8.999999761581420898e-01,8.999999761581420898e-01,9.775000214576721191e-01,9.075000286102294922e-01,9.624999761581420898e-01,9.424999952316284180e-01,8.824999928474426270e-01,8.874999880790710449e-01,8.550000190734863281e-01,8.675000071525573730e-01
9.225000143051147461e-01,9.350000023841857910e-01,9.900000095367431641e-01,9.750000238418579102e-01,9.350000023841857910e-01,9.975000023841857910e-01,9.499999880790710449e-01,9.649999737739562988e-01,8.999999761581420898e-01,8.399999737739562988e-01
9.700000286102294922e-01,9.200000166893005371e-01,9.725000262260437012e-01,9.700000286102294922e-01,9.549999833106994629e-01,9.975000023841857910e-01,9.024999737739562988e-01,9.775000214576721191e-01,9.375000000000000000e-01,8.874999880790710449e-01
9.599999785423278809e-01,9.825000166893005371e-01,9.624999761581420898e-01,9.725000262260437012e-01,9.850000143051147461e-01,1.000000000000000000e+00,9.800000190734863281e-01,9.800000190734863281e-01,9.574999809265136719e-01,9.399999976158142090e-01
